student_id,district,school,grade,subject,class_size,network_quality,paper_type,questions_count,questions_detected,process_time_sec,review_time_sec,has_digit_ocr_error,has_mcq_error,has_corrected_pencil_error,session_code_lost,dashboard_cap_impacted,risk_tier
IND-SUB-29,Indore,Subhash Nagar MS 108,8,Math,40,Good_4G,PreLoaded_Printed,10,7,22.409227144882678,90.72828901927781,0,1,0,0,0,Medium
IND-SUB-30,Indore,Subhash Nagar MS 108,8,Math,40,Good_4G,PreLoaded_Printed,10,7,19.69773339230243,101.55240916956073,0,0,0,0,0,Medium
IND-SUB-31,Indore,Subhash Nagar MS 108,8,Hindi,40,Good_4G,PreLoaded_Printed,10,8,29.89417539874917,105.63474393549112,0,0,0,0,0,Medium
IND-SUB-32,Indore,Subhash Nagar MS 108,8,Hindi,40,Good_4G,PreLoaded_Printed,10,7,25.54376697207162,126.68343130636485,0,0,0,0,0,Medium
IND-SUB-33,Indore,Subhash Nagar MS 108,8,Hindi,40,Good_4G,PreLoaded_Printed,10,7,23.66301585092751,101.02254720840199,0,0,0,0,0,Medium
IND-SUB-34,Indore,Subhash Nagar MS 108,8,Hindi,40,Good_4G,PreLoaded_Printed,10,10,21.79076348322706,115.43107922789737,0,0,0,0,0,Medium
IND-SUB-35,Indore,Subhash Nagar MS 108,8,Hindi,40,Good_4G,PreLoaded_Printed,10,7,23.17484490854507,63.56541903475947,0,0,0,0,0,Medium
IND-SUB-36,Indore,Subhash Nagar MS 108,8,Hindi,40,Good_4G,PreLoaded_Printed,10,10,22.12042745193437,65.54165898764438,0,0,0,0,0,Medium
IND-SUB-37,Indore,Subhash Nagar MS 108,8,Hindi,40,Good_4G,PreLoaded_Printed,10,10,25.7296708891673,110.60250278178366,0,0,0,0,0,Medium
IND-SUB-38,Indore,Subhash Nagar MS 108,8,Hindi,40,Good_4G,PreLoaded_Printed,10,9,21.083194356827786,106.4306841327157,0,0,0,0,0,Medium
IND-SUB-39,Indore,Subhash Nagar MS 108,8,Hindi,40,Good_4G,PreLoaded_Printed,10,8,19.18066103922728,108.66234544561001,0,0,0,0,0,Medium
IND-SUB-40,Indore,Subhash Nagar MS 108,8,Hindi,40,Good_4G,PreLoaded_Printed,10,7,23.439284632318774,104.13976420727631,0,0,0,0,0,Medium
IND-SUB-41,Indore,Subhash Nagar MS 108,8,Hindi,40,Good_4G,PreLoaded_Printed,10,8,22.060281347272422,85.5321359349409,0,0,0,0,0,Medium
IND-SUB-42,Indore,Subhash Nagar MS 108,8,Hindi,40,Good_4G,PreLoaded_Printed,10,7,24.65466819759329,121.39015420267945,0,0,0,0,0,Medium
IND-SUB-43,Indore,Subhash Nagar MS 108,8,Hindi,40,Good_4G,PreLoaded_Printed,10,10,23.976082076050147,131.63899450002046,0,0,0,0,0,Medium
IND-SUB-44,Indore,Subhash Nagar MS 108,8,Hindi,40,Good_4G,PreLoaded_Printed,10,7,31.122988210477164,123.26158846837136,0,0,0,0,0,Medium
IND-SUB-45,Indore,Subhash Nagar MS 108,8,Hindi,40,Good_4G,PreLoaded_Printed,10,10,20.888261537020632,101.57390379449505,0,0,0,0,0,Medium
IND-SUB-46,Indore,Subhash Nagar MS 108,8,Hindi,40,Good_4G,PreLoaded_Printed,10,7,28.18719580778569,81.42631277978583,0,0,0,0,0,Medium
IND-SUB-47,Indore,Subhash Nagar MS 108,8,Hindi,40,Good_4G,PreLoaded_Printed,10,9,19.804297278542577,115.13344626043028,0,0,0,0,0,Medium
IND-SUB-48,Indore,Subhash Nagar MS 108,8,Hindi,40,Good_4G,PreLoaded_Printed,10,7,22.62567029150587,93.73212725542079,0,0,0,0,0,Medium
IND-SUB-49,Indore,Subhash Nagar MS 108,8,Hindi,40,Good_4G,PreLoaded_Printed,10,7,22.222818227283394,89.44816614576331,0,0,0,0,0,Medium
IND-SUB-50,Indore,Subhash Nagar MS 108,8,Hindi,40,Good_4G,PreLoaded_Printed,10,7,16.491721435013353,117.32355962799303,0,0,0,0,0,Medium
BHP-RAI-001,Raisen,MS Kharbai,8,Hindi,35,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,1,1,Critical_Blocker
BHP-RAI-002,Raisen,MS Kharbai,8,Hindi,42,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,0,0,Critical_Blocker
BHP-RAI-003,Raisen,MS Kharbai,7,Hindi,30,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,0,0,Critical_Blocker
BHP-RAI-004,Raisen,MS Kharbai,7,Hindi,35,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,0,0,Critical_Blocker
BHP-RAI-005,Raisen,MS Kharbai,8,Hindi,30,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,0,0,Critical_Blocker
BHP-RAI-006,Raisen,MS Kharbai,7,Math,42,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,0,0,Critical_Blocker
BHP-RAI-007,Raisen,MS Kharbai,7,Math,30,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,0,1,Critical_Blocker
BHP-RAI-008,Raisen,MS Kharbai,6,Hindi,35,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,0,0,Critical_Blocker
BHP-RAI-009,Raisen,MS Kharbai,7,Hindi,42,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,0,0,Critical_Blocker
BHP-RAI-010,Raisen,MS Kharbai,6,Hindi,30,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,1,0,Critical_Blocker
BHP-RAI-011,Raisen,MS Kharbai,8,Math,35,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,0,0,Critical_Blocker
BHP-RAI-012,Raisen,MS Kharbai,7,Hindi,35,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,0,0,Critical_Blocker
BHP-RAI-013,Raisen,MS Kharbai,6,Hindi,42,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,0,1,Critical_Blocker
BHP-RAI-014,Raisen,MS Kharbai,8,Hindi,30,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,0,0,Critical_Blocker
BHP-RAI-015,Raisen,MS Kharbai,8,Math,30,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,0,0,Critical_Blocker
BHP-RAI-016,Raisen,MS Kharbai,7,Hindi,35,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,0,0,Critical_Blocker
BHP-RAI-017,Raisen,MS Kharbai,6,Math,35,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,0,0,Critical_Blocker
BHP-RAI-018,Raisen,MS Kharbai,7,Math,35,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,0,0,Critical_Blocker
BHP-RAI-019,Raisen,MS Kharbai,6,Math,30,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,1,1,Critical_Blocker
BHP-RAI-020,Raisen,MS Kharbai,6,Math,30,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,0,0,Critical_Blocker
BHP-RAI-021,Raisen,MS Kharbai,8,Math,35,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,0,0,Critical_Blocker
BHP-RAI-022,Raisen,MS Kharbai,8,Math,35,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,0,0,Critical_Blocker
BHP-RAI-023,Raisen,MS Kharbai,8,Math,30,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,0,0,Critical_Blocker
BHP-RAI-024,Raisen,MS Kharbai,7,Hindi,35,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,0,0,Critical_Blocker
BHP-RAI-025,Raisen,MS Kharbai,7,Math,42,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,0,1,Critical_Blocker
BHP-RAI-026,Raisen,MS Kharbai,6,Hindi,42,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,0,0,Critical_Blocker
BHP-RAI-027,Raisen,MS Kharbai,8,Math,35,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,0,0,Critical_Blocker
BHP-RAI-028,Raisen,MS Kharbai,6,Hindi,42,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,1,0,Critical_Blocker
BHP-RAI-029,Raisen,MS Kharbai,6,Math,35,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,0,0,Critical_Blocker
BHP-RAI-030,Raisen,MS Kharbai,7,Math,30,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,0,0,Critical_Blocker
BHP-RAI-031,Raisen,MS Kharbai,6,Math,42,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,0,1,Critical_Blocker
BHP-RAI-032,Raisen,MS Kharbai,8,Hindi,35,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,0,0,Critical_Blocker
BHP-RAI-033,Raisen,MS Kharbai,7,Hindi,30,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,0,0,Critical_Blocker
BHP-RAI-034,Raisen,MS Kharbai,6,Hindi,30,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,0,0,Critical_Blocker
BHP-RAI-035,Raisen,MS Kharbai,7,Hindi,42,No_Network_Zero,PreLoaded_Printed,10,0,0.0,0.0,0,0,0,0,0,Critical_Blocker
BHP-RAI-036,Bhopal,Bhopal_School_4,8,Math,35,Good_4G,PreLoaded_Printed,10,10,104.97074313430542,88.40958485374813,0,0,0,0,0,Medium
BHP-RAI-037,Bhopal,Bhopal_School_1,8,Math,35,Moderate_3G,PreLoaded_Printed,10,10,78.53421837162848,135.41730387773933,0,1,0,1,1,High
BHP-RAI-038,Bhopal,Bhopal_School_2,7,Math,42,Moderate_3G,PreLoaded_Printed,10,10,61.771816574339034,130.25209944752442,0,0,0,0,0,Medium
BHP-RAI-039,Bhopal,Bhopal_School_3,6,Hindi,35,Good_4G,PreLoaded_Printed,10,10,67.68907464118278,128.0764111735861,0,0,0,0,0,Medium
BHP-RAI-040,Bhopal,Bhopal_School_4,6,Math,42,Moderate_3G,PreLoaded_Printed,10,8,84.8805768856463,101.81684765829752,0,0,0,0,0,High
BHP-RAI-041,Bhopal,Bhopal_School_1,7,Math,35,Moderate_3G,PreLoaded_Printed,10,10,70.95187597059943,100.42472568435386,0,0,0,0,0,Medium
BHP-RAI-042,Bhopal,Bhopal_School_2,6,Math,42,Good_4G,PreLoaded_Printed,10,10,94.95657844903624,159.9863441249961,0,0,0,0,0,Medium
BHP-RAI-043,Bhopal,Bhopal_School_3,8,Math,42,Good_4G,PreLoaded_Printed,10,10,57.3332168776147,106.39476825612184,1,0,0,0,1,High
BHP-RAI-044,Bhopal,Bhopal_School_4,7,Hindi,42,Moderate_3G,PreLoaded_Printed,10,9,77.70796262708147,172.87143166797102,0,0,0,0,0,Medium
BHP-RAI-045,Bhopal,Bhopal_School_1,8,Hindi,42,Good_4G,PreLoaded_Printed,10,10,101.73245427804119,131.80549238123575,0,0,0,0,0,Medium
BHP-RAI-046,Bhopal,Bhopal_School_2,8,Hindi,30,Good_4G,PreLoaded_Printed,10,10,54.87832263300454,157.73656224248475,0,0,0,1,0,High
BHP-RAI-047,Bhopal,Bhopal_School_3,6,Hindi,42,Good_4G,PreLoaded_Printed,10,10,113.0803665260623,130.47905334215588,0,0,0,0,0,Medium
BHP-RAI-048,Bhopal,Bhopal_School_4,6,Math,30,Moderate_3G,PreLoaded_Printed,10,9,82.1297829031846,146.37677242181542,0,0,0,0,0,Medium
BHP-RAI-049,Bhopal,Bhopal_School_1,6,Hindi,42,Moderate_3G,PreLoaded_Printed,10,10,51.66375036192557,64.307287104358,0,0,0,0,1,High
BHP-RAI-050,Bhopal,Bhopal_School_2,8,Math,42,Good_4G,PreLoaded_Printed,10,8,74.90019818053143,93.6170990959611,0,0,0,0,0,Medium
BHP-RAI-051,Bhopal,Bhopal_School_3,6,Math,30,Moderate_3G,PreLoaded_Printed,10,10,59.74211744181914,130.33338617296246,0,0,1,0,0,Medium
BHP-RAI-052,Bhopal,Bhopal_School_4,6,Hindi,35,Good_4G,PreLoaded_Printed,10,10,54.90557252709313,122.97780455304448,0,0,0,0,0,High
BHP-RAI-053,Bhopal,Bhopal_School_1,6,Hindi,42,Moderate_3G,PreLoaded_Printed,10,10,66.49255248096907,142.57777486093815,0,0,0,0,0,Medium
BHP-RAI-054,Bhopal,Bhopal_School_2,6,Math,30,Moderate_3G,PreLoaded_Printed,10,10,64.30731325984253,122.12860455383793,0,0,0,0,0,Medium
BHP-RAI-055,Bhopal,Bhopal_School_3,8,Hindi,35,Good_4G,PreLoaded_Printed,10,10,66.54350336815448,48.63589401280235,0,1,0,1,1,High
BHP-RAI-056,Bhopal,Bhopal_School_4,6,Hindi,30,Good_4G,PreLoaded_Printed,10,8,62.57012945493308,138.43269436707695,0,0,0,0,0,Medium
BHP-RAI-057,Bhopal,Bhopal_School_1,7,Hindi,30,Good_4G,PreLoaded_Printed,10,8,82.2797399484068,104.54665715453058,1,0,0,0,0,Medium
BHP-RAI-058,Bhopal,Bhopal_School_2,6,Math,42,Good_4G,PreLoaded_Printed,10,9,75.3835700461415,91.78298939188434,0,0,0,0,0,High
BHP-RAI-059,Bhopal,Bhopal_School_3,6,Math,30,Moderate_3G,PreLoaded_Printed,10,9,56.66808286662082,134.25996860344776,0,0,0,0,0,Medium
BHP-RAI-060,Bhopal,Bhopal_School_4,7,Hindi,35,Moderate_3G,PreLoaded_Printed,10,10,99.69595864019959,99.85821271387478,0,0,0,0,0,Medium
BHP-RAI-061,Bhopal,Bhopal_School_1,8,Math,35,Moderate_3G,PreLoaded_Printed,10,8,49.953312418973994,155.29373868525437,0,0,0,0,1,High
BHP-RAI-062,Bhopal,Bhopal_School_2,8,Math,42,Good_4G,PreLoaded_Printed,10,9,94.7364976242324,84.93785906123568,0,0,0,0,0,Medium
BHP-RAI-063,Bhopal,Bhopal_School_3,6,Math,35,Moderate_3G,PreLoaded_Printed,10,10,89.24574120893907,112.78025041488203,0,0,0,0,0,Medium
BHP-RAI-064,Bhopal,Bhopal_School_4,7,Hindi,30,Moderate_3G,PreLoaded_Printed,10,10,89.57734035259104,119.38083498726853,0,0,0,1,0,High
BHP-RAI-065,Bhopal,Bhopal_School_1,6,Hindi,42,Good_4G,PreLoaded_Printed,10,10,88.0461066034262,141.14249866712618,0,0,0,0,0,Medium
BHP-RAI-066,Bhopal,Bhopal_School_2,6,Hindi,35,Moderate_3G,PreLoaded_Printed,10,10,75.27650899598089,126.95163410723342,0,0,0,0,0,Medium
BHP-RAI-067,Bhopal,Bhopal_School_3,8,Math,42,Moderate_3G,PreLoaded_Printed,10,10,95.20118967961494,122.5358631936094,0,0,0,0,1,High
BHP-RAI-068,Bhopal,Bhopal_School_4,7,Math,30,Moderate_3G,PreLoaded_Printed,10,10,67.96278419707598,130.5387482526358,0,0,0,0,0,Medium
BHP-RAI-069,Bhopal,Bhopal_School_1,6,Math,30,Moderate_3G,PreLoaded_Printed,10,9,61.40131990471439,136.88884702058738,0,0,0,0,0,Medium
BHP-RAI-070,Bhopal,Bhopal_School_2,6,Math,35,Good_4G,PreLoaded_Printed,10,10,47.38688653002532,94.40846066528597,0,0,0,0,0,High
BHP-RAI-071,Bhopal,Bhopal_School_3,7,Hindi,35,Moderate_3G,PreLoaded_Printed,10,10,77.80150146715617,104.89234135293356,1,0,0,0,0,Medium
BHP-RAI-072,Bhopal,Bhopal_School_4,6,Math,42,Moderate_3G,PreLoaded_Printed,10,9,60.36190120534001,141.0728359321568,0,0,0,0,0,Medium
BHP-RAI-073,Bhopal,Bhopal_School_1,7,Math,42,Moderate_3G,PreLoaded_Printed,10,10,74.25287052260136,97.61770143946583,0,1,0,1,1,High
BHP-RAI-074,Bhopal,Bhopal_School_2,8,Hindi,42,Moderate_3G,PreLoaded_Printed,10,10,74.91995293745005,106.82462348437286,0,0,0,0,0,Medium
BHP-RAI-075,Bhopal,Bhopal_School_3,7,Math,35,Moderate_3G,PreLoaded_Printed,10,10,55.979677325353975,93.41708345676967,0,0,0,0,0,Medium
BHP-RAI-076,Bhopal,Bhopal_School_4,6,Math,35,Moderate_3G,PreLoaded_Printed,10,10,89.78584075235345,108.11070903723557,0,0,1,0,0,High
BHP-RAI-077,Bhopal,Bhopal_School_1,6,Hindi,30,Good_4G,PreLoaded_Printed,10,10,77.66551501399881,93.29311282579798,0,0,0,0,0,Medium
BHP-RAI-078,Bhopal,Bhopal_School_2,8,Math,30,Good_4G,PreLoaded_Printed,10,10,87.50883231823356,129.18360158456875,0,0,0,0,0,Medium
BHP-RAI-079,Bhopal,Bhopal_School_3,6,Hindi,42,Moderate_3G,PreLoaded_Printed,10,10,77.17406122171771,112.35033965083817,0,0,0,0,1,High
BHP-RAI-080,Bhopal,Bhopal_School_4,8,Math,42,Moderate_3G,PreLoaded_Printed,10,10,45.71269690483976,114.4100186839992,0,0,0,0,0,Medium
BHP-RAI-081,Bhopal,Bhopal_School_1,8,Math,42,Moderate_3G,PreLoaded_Printed,10,10,91.93604156302715,118.39168452582015,0,0,0,0,0,Medium
BHP-RAI-082,Bhopal,Bhopal_School_2,7,Math,35,Good_4G,PreLoaded_Printed,10,10,55.88896522570015,148.28080922005537,0,0,0,1,0,High
BHP-RAI-083,Bhopal,Bhopal_School_3,6,Hindi,42,Moderate_3G,PreLoaded_Printed,10,10,93.83634188360281,102.10785395560993,0,0,0,0,0,Medium
BHP-RAI-084,Bhopal,Bhopal_School_4,8,Hindi,30,Moderate_3G,PreLoaded_Printed,10,10,93.4524197018572,136.72122102319048,0,0,0,0,0,Medium
BHP-RAI-085,Bhopal,Bhopal_School_1,6,Hindi,35,Moderate_3G,PreLoaded_Printed,10,10,78.84242187650737,119.6023677942227,1,0,0,0,1,High
BHP-RAI-086,Bhopal,Bhopal_School_2,6,Math,35,Moderate_3G,PreLoaded_Printed,10,10,93.34756425887186,106.33136419739753,0,0,0,0,0,Medium
BHP-RAI-087,Bhopal,Bhopal_School_3,6,Hindi,30,Moderate_3G,PreLoaded_Printed,10,10,64.83436491562432,89.57510250822709,0,0,0,0,0,Medium
BHP-RAI-088,Bhopal,Bhopal_School_4,8,Math,30,Moderate_3G,PreLoaded_Printed,10,10,74.86703966015433,117.30654491834804,0,0,0,0,0,High
BHP-RAI-089,Bhopal,Bhopal_School_1,7,Hindi,35,Moderate_3G,PreLoaded_Printed,10,9,74.47972668919829,124.68429465073041,0,0,0,0,0,Medium
BHP-RAI-090,Bhopal,Bhopal_School_2,8,Hindi,30,Moderate_3G,PreLoaded_Printed,10,10,72.51415420280077,103.48830313965078,0,0,0,0,0,Medium
BHP-RAI-091,Bhopal,Bhopal_School_3,7,Hindi,42,Good_4G,PreLoaded_Printed,10,10,72.76216260361922,106.81173177097995,0,1,0,1,1,High
BHP-RAI-092,Bhopal,Bhopal_School_4,7,Math,42,Good_4G,PreLoaded_Printed,10,10,65.43390023623026,109.38006089996365,0,0,0,0,0,Medium
BHP-RAI-093,Bhopal,Bhopal_School_1,6,Hindi,42,Moderate_3G,PreLoaded_Printed,10,10,82.72909279480149,143.88363925102138,0,0,0,0,0,Medium
BHP-RAI-094,Bhopal,Bhopal_School_2,6,Math,35,Moderate_3G,PreLoaded_Printed,10,10,76.63003246601026,85.82464721640841,0,0,0,0,0,High
BHP-RAI-095,Bhopal,Bhopal_School_3,6,Hindi,42,Moderate_3G,PreLoaded_Printed,10,10,64.42183895505329,105.92759874147107,0,0,0,0,0,Medium
BHP-RAI-096,Bhopal,Bhopal_School_4,6,Hindi,35,Moderate_3G,PreLoaded_Printed,10,10,41.31499201509246,102.43257625814431,0,0,0,0,0,Medium
BHP-RAI-097,Bhopal,Bhopal_School_1,6,Math,42,Moderate_3G,PreLoaded_Printed,10,10,79.28798086087357,126.6891357997405,0,0,0,0,1,High
BHP-RAI-098,Bhopal,Bhopal_School_2,6,Math,42,Good_4G,PreLoaded_Printed,10,9,71.46814916692959,122.04257841742067,0,0,0,0,0,Medium
BHP-RAI-099,Bhopal,Bhopal_School_3,6,Hindi,30,Moderate_3G,PreLoaded_Printed,10,10,75.64907542116435,140.6094684087166,1,0,0,0,0,Medium
BHP-RAI-100,Bhopal,Bhopal_School_4,8,Hindi,35,Good_4G,PreLoaded_Printed,10,10,81.14120126803695,132.75946540301547,0,0,0,1,0,High
BHP-RAI-101,Bhopal,Bhopal_School_1,6,Math,42,Moderate_3G,PreLoaded_Printed,10,9,57.4665560138742,105.14971298286119,0,0,1,0,0,Medium
BHP-RAI-102,Bhopal,Bhopal_School_2,8,Math,35,Good_4G,PreLoaded_Printed,10,9,90.60308892335493,118.10493252843195,0,0,0,0,0,Medium
BHP-RAI-103,Bhopal,Bhopal_School_3,8,Math,35,Moderate_3G,PreLoaded_Printed,10,10,62.838361201605224,137.24526049593757,0,0,0,0,1,High
BHP-RAI-104,Bhopal,Bhopal_School_4,6,Hindi,42,Moderate_3G,PreLoaded_Printed,10,10,54.60215788530121,134.92507132054442,0,0,0,0,0,Medium
BHP-RAI-105,Bhopal,Bhopal_School_1,6,Math,35,Good_4G,PreLoaded_Printed,10,9,74.303694438879,113.40170529733052,0,0,0,0,0,Medium
BHP-RAI-106,Bhopal,Bhopal_School_2,8,Hindi,30,Good_4G,PreLoaded_Printed,10,8,77.63318744835762,128.17024696754854,0,0,0,0,0,High
BHP-RAI-107,Bhopal,Bhopal_School_3,8,Hindi,30,Moderate_3G,PreLoaded_Printed,10,10,71.49013999646753,156.93612080173938,0,0,0,0,0,Medium
BHP-RAI-108,Bhopal,Bhopal_School_4,8,Hindi,35,Moderate_3G,PreLoaded_Printed,10,10,66.20177867217986,158.2160917691757,0,0,0,0,0,Medium
BHP-RAI-109,Bhopal,Bhopal_School_1,6,Hindi,42,Good_4G,PreLoaded_Printed,10,8,68.26254286836655,142.53506383852405,0,1,0,1,1,High
BHP-RAI-110,Bhopal,Bhopal_School_2,8,Hindi,42,Good_4G,PreLoaded_Printed,10,10,53.279791493756335,76.02388086759836,0,0,0,0,0,Medium
BHP-RAI-111,Bhopal,Bhopal_School_3,8,Math,30,Moderate_3G,PreLoaded_Printed,10,9,81.95585786085648,131.5563378176228,0,0,0,0,0,Medium
BHP-RAI-112,Bhopal,Bhopal_School_4,8,Math,42,Moderate_3G,PreLoaded_Printed,10,10,71.66380832316652,97.06082742533121,0,0,0,0,0,High
BHP-RAI-113,Bhopal,Bhopal_School_1,6,Math,35,Good_4G,PreLoaded_Printed,10,10,47.29841348292898,108.66661174979788,1,0,0,0,0,Medium
BHP-RAI-114,Bhopal,Bhopal_School_2,7,Math,35,Moderate_3G,PreLoaded_Printed,10,9,76.11309320700234,115.41194794539295,0,0,0,0,0,Medium
BHP-RAI-115,Bhopal,Bhopal_School_3,8,Hindi,42,Moderate_3G,PreLoaded_Printed,10,10,79.04504036095607,115.39887128807234,0,0,0,0,1,High
BHP-RAI-116,Bhopal,Bhopal_School_4,8,Math,35,Good_4G,PreLoaded_Printed,10,10,82.70752789598319,114.86379383161933,0,0,0,0,0,Medium
BHP-RAI-117,Bhopal,Bhopal_School_1,7,Math,30,Good_4G,PreLoaded_Printed,10,8,99.5716912432146,150.0207768000892,0,0,0,0,0,Medium
BHP-RAI-118,Bhopal,Bhopal_School_2,6,Hindi,30,Moderate_3G,PreLoaded_Printed,10,9,55.10317808319803,143.0916856371874,0,0,0,1,0,High
BHP-RAI-119,Bhopal,Bhopal_School_3,8,Hindi,30,Moderate_3G,PreLoaded_Printed,10,8,104.44233951068188,112.29879476280988,0,0,0,0,0,Medium
BHP-RAI-120,Bhopal,Bhopal_School_4,8,Math,35,Moderate_3G,PreLoaded_Printed,10,9,86.78700237976248,128.5091512356993,0,0,0,0,0,Medium
BHP-RAI-121,Bhopal,Bhopal_School_1,8,Hindi,42,Good_4G,PreLoaded_Printed,10,8,74.94596191364147,96.83270621614915,0,0,0,0,1,High
BHP-RAI-122,Bhopal,Bhopal_School_2,6,Hindi,35,Good_4G,PreLoaded_Printed,10,9,61.85521998038728,120.75320466335876,0,0,0,0,0,Medium
BHP-RAI-123,Bhopal,Bhopal_School_3,6,Math,35,Moderate_3G,PreLoaded_Printed,10,9,77.93115427494949,98.74734445167798,0,0,0,0,0,Medium
BHP-RAI-124,Bhopal,Bhopal_School_4,7,Math,35,Good_4G,PreLoaded_Printed,10,8,80.27836601859654,122.65561396528311,0,0,0,0,0,High
BHP-RAI-125,Bhopal,Bhopal_School_1,8,Hindi,30,Moderate_3G,PreLoaded_Printed,10,10,75.89445554880261,107.06126444588853,0,0,0,0,0,Medium
BHP-RAI-126,Bhopal,Bhopal_School_2,7,Hindi,35,Good_4G,PreLoaded_Printed,10,10,69.96881784458714,168.26787830234272,0,0,1,0,0,Medium
BHP-RAI-127,Bhopal,Bhopal_School_3,7,Hindi,35,Good_4G,PreLoaded_Printed,10,10,81.02015440537184,163.65014048354175,1,1,0,1,1,High
BHP-RAI-128,Bhopal,Bhopal_School_4,8,Hindi,35,Good_4G,PreLoaded_Printed,10,10,70.5254475817283,163.27312998449474,0,0,0,0,0,Medium
BHP-RAI-129,Bhopal,Bhopal_School_1,8,Math,35,Good_4G,PreLoaded_Printed,10,9,82.8425323205325,108.52599992122842,0,0,0,0,0,Medium
BHP-RAI-130,Bhopal,Bhopal_School_2,8,Hindi,35,Good_4G,PreLoaded_Printed,10,8,55.33168484737327,143.96889905663372,0,0,0,0,0,High
BHP-RAI-131,Bhopal,Bhopal_School_3,8,Math,35,Moderate_3G,PreLoaded_Printed,10,10,68.81530321897708,91.76078046911498,0,0,0,0,0,Medium
BHP-RAI-132,Bhopal,Bhopal_School_4,8,Hindi,30,Moderate_3G,PreLoaded_Printed,10,10,88.99318626492932,137.46317097238298,0,0,0,0,0,Medium
BHP-RAI-133,Bhopal,Bhopal_School_1,7,Hindi,35,Moderate_3G,PreLoaded_Printed,10,10,51.57289707906793,160.03474205060272,0,0,0,0,1,High
BHP-RAI-134,Bhopal,Bhopal_School_2,7,Math,35,Good_4G,PreLoaded_Printed,10,10,61.67683866829128,92.73920682897757,0,0,0,0,0,Medium
BHP-RAI-135,Bhopal,Bhopal_School_3,7,Hindi,30,Moderate_3G,PreLoaded_Printed,10,10,81.0243825823721,106.28779437836384,0,0,0,0,0,Medium
BHP-RAI-136,Bhopal,Bhopal_School_4,8,Hindi,35,Good_4G,PreLoaded_Printed,10,10,79.85700191408918,114.1702004201302,0,0,0,1,0,High
BHP-RAI-137,Bhopal,Bhopal_School_1,7,Hindi,30,Moderate_3G,PreLoaded_Printed,10,10,41.48360336528696,124.70399657709402,0,0,0,0,0,Medium
BHP-RAI-138,Bhopal,Bhopal_School_2,7,Math,42,Moderate_3G,PreLoaded_Printed,10,9,90.70513761964972,114.09475534584621,0,0,0,0,0,Medium
BHP-RAI-139,Bhopal,Bhopal_School_3,6,Hindi,30,Moderate_3G,PreLoaded_Printed,10,9,81.49717153847863,114.00981723655585,0,0,0,0,1,High
BHP-RAI-140,Bhopal,Bhopal_School_4,7,Math,35,Moderate_3G,PreLoaded_Printed,10,10,72.5479899494669,97.09645151929239,0,0,0,0,0,Medium
BHP-RAI-141,Bhopal,Bhopal_School_1,6,Math,35,Moderate_3G,PreLoaded_Printed,10,9,70.17547423173926,161.53495967121682,1,0,0,0,0,Medium
